"Reporter","Year","Period","Flow","Partner","Commodity","Trade Value (US$)"
"Thailand","2022","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","85859504.9245"
"Viet Nam","2016","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","198704122.2825"
"Viet Nam","2021","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","325753606.598"
"Viet Nam","2020","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","73335117.3389"
"Viet Nam","2023","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","89769465.8957"
"Viet Nam","2024","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","420423590.1607"
"Viet Nam","2019","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","451303140.489"
"Brunei Darussalam","2018","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","80.267367159908"
"Brunei Darussalam","2019","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","3650.69714823325"
"Brunei Darussalam","2005","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","4613.36"
"Brunei Darussalam","2016","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","4078.83888283007"
"Indonesia","2006","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","10095029"
"Indonesia","2010","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","11260904"
"Indonesia","2020","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","24083475.3"
"Indonesia","2007","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","11960866"
"Indonesia","2025","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","114388503.709"
"Cambodia","2006","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","19297.18"
"Indonesia","2023","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","106181476"
"Indonesia","2015","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","77303205"
"Indonesia","2014","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","109205211"
"Cambodia","2017","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","430248.85"
"Indonesia","2025","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","41009674.0699"
"Cambodia","2021","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","5040665.75"
"Cambodia","2019","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","1926896.86"
"Cambodia","2011","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","151.807421437606"
"Cambodia","2014","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","1361803.06879641"
"Cambodia","2023","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","249435.66"
"Cambodia","2024","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","5121671.01"
"Myanmar","2018","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","9477908.8"
"Myanmar","2019","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","37386467.00382"
"Myanmar","2011","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","5356531.84"
"Myanmar","2023","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","47026075.77"
"Myanmar","2016","Annually","Import"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","9398384.25025"
"Myanmar","2015","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","6497131.2252394"
"Myanmar","2003","Annually","Export"," WORLD [99]","[05] Animal originated products; not elsewhere specified or included","3334639"
"Cambodia","2010","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","28371.2718627749"
"Indonesia","2024","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","3090436"
"Cambodia","2008","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","25010.4254503622"
"Cambodia","2003","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","34998.16"
"Indonesia","2019","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","2121982"
"Indonesia","2025","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","4763806.8604"
"Indonesia","2004","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","765393"
"Indonesia","2017","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","145187298.557"
"Brunei Darussalam","2008","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","5951.75920835624"
"Brunei Darussalam","2007","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","3343.70860927152"
"Indonesia","2015","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","94022830.123"
"Indonesia","2009","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","50085167"
"Brunei Darussalam","2018","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","1759.73510695705"
"Indonesia","2012","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","30130053"
"Brunei Darussalam","2025","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","23296.6999067493"
"Brunei Darussalam","2012","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","40508.3000592408"
"Viet Nam","2022","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","7830417.1471"
"Brunei Darussalam","2015","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","2.12389380530973"
"Brunei Darussalam","2020","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","52526.8385649288"
"Brunei Darussalam","2009","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","23990.8448520186"
"Viet Nam","2004","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","4823040.6247"
"Viet Nam","2005","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","2589955.5213"
"Viet Nam","2005","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","4610773.6331"
"Viet Nam","2003","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","8289937.1939"
"Viet Nam","2019","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","24423135.6951"
"Viet Nam","2007","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","1785142.18"
"Thailand","2020","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","50409021.7027"
"Thailand","2014","Annually","Export"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","7595693.81504"
"Thailand","2025","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","28501325.116"
"Thailand","2009","Annually","Import"," WORLD [99]","[14] Vegetable plaiting materials; vegetable products not elsewhere specified or included","24146971"
